0,21048
1,17726
2,15801
3,16721
4,2652
5,8950
6,28778
7,10999
8,6277
9,9834
10,11902
11,8358
12,3060
13,8681
14,16606
15,18489
16,12648
17,13383
18,31702
19,21078
20,11839
21,1911
22,21345
23,19872
24,22239
25,23900
26,1191
27,14894
28,17492
29,24285
30,30916
31,28989
32,27962
33,24888
34,17611
35,13601
36,17886
37,5528
38,27402
39,32130
40,11168
41,22249
42,16784
43,21444
44,8092
45,2539
46,8685
47,21447
48,5257
49,17285
50,17977
51,9425
52,21472
53,10589
54,30552
55,32456
56,15937
57,16549
58,28795
59,4005
60,27412
61,7992
62,7146
63,21797
64,27500
65,13029
66,3330
67,16065
68,13360
69,4874
70,23417
71,11233
72,29564
73,4197
74,17386
75,6733
76,21829
77,30504
78,12685
79,6372
80,31548
81,14155
82,5445
83,21136
84,11253
85,26406
86,11745
87,17785
88,32073
89,21567
90,9627
91,31353
92,32249
93,5729
94,10469
95,20689
96,8851
97,22766
98,23142
99,12826
100,31130
101,20085
102,18495
103,17022
104,27361
105,647
106,18066
107,24871
108,1592
109,32199
110,21317
111,3320
112,9546
113,28737
114,26371
115,379
116,25798
117,22013
118,22404
119,8219
120,14525
121,18899
122,12047
123,31124
124,8268
125,31360
126,7485
127,2983
128,15482
129,30202
130,25855
131,1810
132,20067
133,16129
134,27618
135,12735
136,24727
137,24823
138,20114
139,14652
140,8125
141,30193
142,7837
143,2411
144,9852
145,21262
146,11642
147,31611
148,16539
149,20232
150,2250
151,28950
152,26982
153,22280
154,3037
155,12252
156,2388
157,17855
158,10872
159,4369
160,14056
161,12466
162,22742
163,22930
164,32469
165,8149
166,13548
167,19982
168,30565
169,25436
170,21746
171,22386
172,8987
173,31694
174,24350
175,19365
176,26264
177,18523
178,20147
179,11894
180,5563
181,28527
182,2618
183,32467
184,23564
185,13703
186,12047
187,25659
188,1115
189,13892
190,13856
191,20597
192,25508
193,13245
194,22002
195,27011
196,27446
197,28698
198,17893
199,20434
200,9748
201,17759
202,18104
203,5299
204,9628
205,28549
206,5199
207,29967
208,8550
209,15567
210,9396
211,11349
212,20079
213,6235
214,22621
215,29624
216,12663
217,8952
218,32685
219,408
220,28839
221,20023
222,22972
223,7485
224,26743
225,11717
226,28763
227,6859
228,1999
229,29431
230,30035
231,21362
232,14188
233,18087
234,1262
235,28134
236,20614
237,30015
238,29113
239,2831
240,26288
241,8467
242,32135
243,11009
244,26879
245,28404
246,9145
247,24110
248,24174
249,24833
250,22717
251,5850
252,16769
253,21441
254,25301
255,11984
256,16169
257,20847
258,12314
259,30036
260,23784
261,12181
262,19904
263,22872
264,18997
265,10973
266,25755
267,1011
268,24866
269,29987
270,24290
271,30478
272,6716
273,27086
274,6964
275,1121
276,30643
277,23649
278,20696
279,12446
280,11195
281,13645
282,2377
283,22251
284,32305
285,20746
286,21234
287,8342
288,13698
289,21861
290,4406
291,9476
292,1737
293,28956
294,3507
295,17899
296,20791
297,14760
298,11976
299,7105
300,10424
301,7002
302,30548
303,1653
304,29651
305,4009
306,13249
307,13916
308,8402
309,3531
310,30786
311,16750
312,13860
313,27010
314,21592
315,6322
316,16895
317,5177
318,24475
319,29175
320,27978
321,29775
322,951
323,31173
324,13753
325,18099
326,10165
327,24979
328,4922
329,16049
330,8316
331,7738
332,3216
333,22539
334,2711
335,27306
336,32573
337,3916
338,28984
339,25308
340,7846
341,29785
342,26237
343,19208
344,28274
345,19273
346,28915
347,22295
348,15411
349,12150
350,29273
351,1627
352,23624
353,27860
354,27558
355,26494
356,11778
357,898
358,16973
359,22712
360,11013
361,2463
362,27327
363,6213
364,1521
365,24415
366,7217
367,14615
368,7234
369,26974
370,29088
371,20424
372,16245
373,17716
374,7187
375,27602
376,6509
377,11337
378,2593
379,12546
380,12308
381,30955
382,10418
383,9514
384,19525
385,413
386,8458
387,1559
388,18410
389,16050
390,14339
391,15298
392,1889
393,28187
394,12953
395,15050
396,8741
397,10622
398,25516
399,27426
400,32426
401,8840
402,18178
403,26375
404,25992
405,31107
406,19852
407,9782
408,20444
409,25131
410,16106
411,26971
412,29931
413,2749
414,21552
415,31180
416,23305
417,31058
418,28651
419,4471
420,28602
421,21355
422,5983
423,32538
424,27414
425,17357
426,4371
427,23218
428,626
429,29327
430,19600
431,24117
432,11836
433,17265
434,30565
435,13955
436,1831
437,20079
438,25454
439,24730
440,32392
441,18070
442,8790
443,26378
444,30208
445,17175
446,31323
447,5034
448,31324
449,7834
450,6225
451,27016
452,9657
453,24788
454,8938
455,31526
456,27884
457,26204
458,4916
459,28899
460,23585
461,15034
462,30307
463,21431
464,1729
465,22721
466,31953
467,28707
468,11930
469,17696
470,31299
471,25960
472,26170
473,14131
474,15214
475,13560
476,12955
477,17439
478,21690
479,26154
480,28678
481,16413
482,20037
483,4657
484,32305
485,18966
486,20779
487,27727
488,30635
489,13681
490,14853
491,6726
492,30841
493,17961
494,13487
495,28944
496,14338
497,29474
498,17743
499,27087
500,31272
501,8893
502,25234
503,25351
504,7096
505,5546
506,1337
507,523
508,15876
509,29693
510,20693
511,18613
512,21966
513,12420
514,14798
515,13146
516,8552
517,13912
518,19626
519,29437
520,18970
521,5299
522,31372
523,6083
524,13508
525,7425
526,3835
527,16295
528,17860
529,10042
530,13029
531,7535
532,7194
533,28782
534,8420
535,27615
536,1994
537,18338
538,28351
539,8492
540,16258
541,31962
542,4148
543,30388
544,6525
545,18039
546,30453
547,6379
548,19367
549,4291
550,29680
551,5017
552,30466
553,27595
554,15827
555,20035
556,584
557,2925
558,16592
559,11494
560,2002
561,3505
562,7070
563,10476
564,23224
565,31581
566,28096
567,30296
568,26426
569,14019
570,23305
571,2372
572,29279
573,19678
574,26720
575,3981
576,31963
577,23709
578,5569
579,13005
580,19766
581,2175
582,22916
583,13961
584,25899
585,9824
586,24802
587,18092
588,26191
589,8595
590,14773
591,2612
592,10739
593,17200
594,18815
595,20012
596,4170
597,21679
598,13742
599,23770
600,19151
601,20662
602,8478
603,21817
604,9697
605,5680
606,25312
607,5802
608,5552
609,20895
610,6714
611,5350
612,2653
613,4275
614,17390
615,10295
616,20317
617,13339
618,13503
619,11752
620,31263
621,13211
622,7474
623,3321
624,11246
625,26719
626,31378
627,29464
628,11032
629,20879
630,6454
631,24013
632,5968
633,1827
634,3079
635,17397
636,15697
637,20217
638,15676
639,29553
640,19908
641,2084
642,31848
643,30495
644,31588
645,24712
646,11703
647,6409
648,17504
649,2212
650,32372
651,21725
652,27392
653,22958
654,17103
655,20126
656,24972
657,8677
658,24798
659,8600
660,11626
661,2851
662,27873
663,7065
664,1414
665,20401
666,23242
667,14430
668,12279
669,12640
670,26877
671,29004
672,25311
673,26325
674,10324
675,13665
676,11410
677,29477
678,17766
679,7529
680,9979
681,7074
682,30473
683,12405
684,31292
685,28660
686,13845
687,19593
688,29333
689,6251
690,8811
691,1941
692,11655
693,24211
694,14646
695,7334
696,8761
697,9225
698,16497
699,14686
700,2330
701,15246
702,2986
703,16290
704,26312
705,22618
706,32261
707,20370
708,15921
709,1970
710,28035
711,11710
712,11768
713,26813
714,19332
715,22934
716,32026
717,5780
718,13963
719,26659
720,23249
721,30872
722,22850
723,30453
724,21944
725,27912
726,15038
727,19293
728,20016
729,467
730,25603
731,29148
732,26627
733,12202
734,32459
735,29146
736,16200
737,19290
738,20867
739,27035
740,25735
741,8537
742,15511
743,9840
744,25629
745,28574
746,7407
747,3370
748,23777
749,12726
750,14266
751,26324
752,27143
753,29461
754,4970
755,26018
756,25669
757,7082
758,25087
759,30244
760,15925
761,27318
762,24713
763,12479
764,32763
765,5085
766,20456
767,32606
768,9767
769,12926
770,27351
771,19301
772,26589
773,1856
774,32041
775,18407
776,10291
777,13293
778,81
779,11288
780,5850
781,27012
782,24872
783,29189
784,17409
785,15497
786,21227
787,28034
788,11126
789,5024
790,21379
791,20324
792,31502
793,25690
794,17674
795,26865
796,6216
797,12879
798,16522
799,17301
800,10541
801,1133
802,1544
803,24791
804,9338
805,17551
806,11713
807,13962
808,11521
809,15697
810,32435
811,15176
812,15437
813,10787
814,3679
815,5916
816,24709
817,3485
818,3534
819,19583
820,4498
821,16915
822,26578
823,28038
824,24964
825,30824
826,5262
827,12633
828,3122
829,6439
830,17976
831,32231
832,10785
833,15311
834,21278
835,14808
836,2728
837,10351
838,231
839,31427
840,31057
841,6003
842,5404
843,25506
844,29313
845,9150
846,20199
847,18307
848,2908
849,8953
850,11802
851,25728
852,4323
853,22570
854,11122
855,19184
856,8799
857,13448
858,17950
859,17631
860,19203
861,6798
862,2683
863,20924
864,24269
865,22350
866,30242
867,2642
868,7853
869,17928
870,23844
871,250
872,26601
873,20987
874,13460
875,29198
876,29376
877,19067
878,26182
879,22688
880,25678
881,15684
882,4567
883,15212
884,14255
885,19214
886,24301
887,17932
888,16999
889,10849
890,17600
891,619
892,22529
893,19627
894,27354
895,18044
896,20727
897,22928
898,1819
899,10796
900,30930
901,29825
902,23807
903,6549
904,10130
905,144
906,16932
907,22388
908,2640
909,22146
910,19462
911,989
912,24354
913,8486
914,2829
915,31533
916,10303
917,21478
918,30411
919,8513
920,6756
921,28572
922,28542
923,27877
924,19062
925,2471
926,30941
927,18319
928,24168
929,18749
930,4625
931,5454
932,17759
933,20226
934,20225
935,30973
936,15124
937,15066
938,5842
939,10428
940,6778
941,17404
942,11182
943,26273
944,17314
945,5961
946,24517
947,29098
948,6363
949,28635
950,7058
951,758
952,22301
953,7648
954,6496
955,11061
956,19880
957,28585
958,31244
959,9310
960,14568
961,12542
962,5900
963,27552
964,17564
965,13493
966,13744
967,14234
968,31031
969,7299
970,32680
971,7886
972,6278
973,21265
974,25799
975,595
976,11668
977,27730
978,18951
979,4299
980,21451
981,24597
982,10700
983,30101
984,31067
985,21206
986,2413
987,2116
988,8416
989,24794
990,26608
991,4175
992,26175
993,8059
994,2581
995,28937
996,19152
997,18624
998,18327
999,20948
1000,3267
1001,17712
1002,15790
1003,5778
1004,3516
1005,2024
1006,2776
1007,15453
1008,3265
1009,28908
1010,30681
1011,28280
1012,14166
1013,10683
1014,12800
1015,26501
1016,21990
